,Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
39060,53,male,57356,high school,7,sunbathing,3709,urban,116,31,spring,1,0,0
12590,62,female,21823,doctorate,4,sunbathing,1498,suburban,68,205,spring,1,1,0
21724,51,female,20820,doctorate,2,swimming,4666,urban,141,201,summer,1,0,0
27659,66,male,54023,doctorate,2,swimming,2578,urban,267,95,spring,1,1,0
40207,61,male,87435,master,1,swimming,2396,suburban,288,244,summer,0,1,0
14124,60,male,49448,master,2,sunbathing,1312,suburban,237,298,spring,0,0,0
6092,62,female,103651,high school,4,sunbathing,3284,urban,239,113,spring,1,0,0
34700,24,non-binary,106877,high school,1,swimming,1177,urban,55,205,winter,0,1,0
33468,44,female,91433,master,7,sunbathing,2356,rural,227,57,summer,0,0,0
8281,32,female,67807,master,5,swimming,2839,suburban,75,107,summer,0,1,0
98,46,male,86160,master,4,hiking,1046,urban,232,281,summer,0,0,1
35156,63,non-binary,60496,master,7,sunbathing,1785,urban,225,124,summer,1,0,0
3174,64,female,112339,high school,2,swimming,650,urban,1,198,fall,1,0,0
37949,53,female,94574,master,5,hiking,4729,urban,213,194,spring,0,0,0
14046,50,male,34552,high school,6,skiing,3585,suburban,168,88,spring,0,0,0
6175,22,female,84187,bachelor,9,sunbathing,3353,rural,215,60,spring,0,0,0
393,40,male,82375,master,0,skiing,3694,rural,127,207,spring,1,0,1
24907,64,male,43518,bachelor,6,swimming,3534,suburban,204,193,spring,0,1,0
16523,25,female,34906,master,7,skiing,3629,suburban,257,8,fall,1,1,0
27254,26,female,20359,bachelor,9,skiing,3358,suburban,241,120,summer,1,0,0
38111,53,non-binary,101893,high school,8,swimming,1640,urban,109,189,spring,1,1,0
24193,67,male,106394,bachelor,7,swimming,1147,urban,186,91,fall,0,0,0
27803,28,male,118927,doctorate,3,sunbathing,2400,suburban,288,30,summer,1,1,0
13298,32,non-binary,100550,high school,7,sunbathing,4710,rural,180,256,summer,0,0,0
11715,65,female,53365,master,4,swimming,3627,urban,102,37,spring,1,1,0
27822,44,female,32458,doctorate,9,sunbathing,3730,rural,114,177,summer,1,1,0
50619,61,male,39481,high school,9,swimming,2844,rural,213,176,fall,1,0,0
35157,66,female,110522,doctorate,8,hiking,1950,rural,45,177,fall,0,1,1
7194,39,male,56429,high school,0,swimming,564,suburban,181,156,spring,1,1,0
7999,31,non-binary,55679,high school,5,swimming,1634,rural,152,192,summer,0,1,0
26431,41,male,25530,doctorate,4,swimming,2344,rural,26,177,fall,0,1,0
25086,57,male,48825,master,3,swimming,4147,suburban,171,236,summer,1,1,0
34755,69,male,100223,master,0,swimming,590,rural,221,52,fall,1,0,0
44698,54,non-binary,68742,bachelor,6,swimming,1230,rural,195,5,spring,1,0,0
37872,21,male,36562,high school,5,hiking,2820,suburban,231,70,winter,0,1,0
15462,66,female,98636,master,7,swimming,1558,urban,0,246,winter,1,0,0
7252,45,non-binary,78540,high school,4,hiking,3887,urban,106,258,spring,0,1,1
3573,59,non-binary,109867,bachelor,1,skiing,2430,rural,103,17,winter,1,0,0
41326,48,non-binary,102145,master,5,swimming,3710,urban,70,138,summer,1,1,0
6328,42,non-binary,66103,master,7,swimming,1831,rural,46,285,summer,0,1,0
28246,39,non-binary,70707,bachelor,2,skiing,3735,suburban,74,67,spring,1,1,0
2734,31,non-binary,113875,bachelor,9,hiking,3158,urban,92,106,spring,1,0,1
32715,64,female,100250,doctorate,1,hiking,4333,rural,213,178,fall,1,1,0
39286,21,male,71683,high school,2,sunbathing,4622,rural,297,179,spring,0,1,0
35153,22,non-binary,39033,master,1,sunbathing,3892,urban,121,27,fall,0,0,0
1527,43,female,110148,doctorate,2,skiing,2985,urban,254,94,winter,1,0,0
1148,28,female,20122,master,9,sunbathing,3333,rural,113,214,fall,0,1,0
18118,26,non-binary,72895,high school,9,swimming,2210,urban,184,108,winter,0,0,0
22926,34,female,29783,high school,7,skiing,2734,urban,146,23,summer,1,0,0
51578,22,non-binary,67513,high school,1,swimming,4497,rural,32,110,spring,1,0,0
30705,53,female,73093,master,5,swimming,1637,urban,263,201,fall,1,1,0
51797,66,female,31809,doctorate,0,hiking,2059,rural,206,136,summer,1,0,0
47810,24,female,68256,bachelor,8,skiing,3461,suburban,86,98,summer,1,1,1
5667,28,female,22594,master,1,swimming,1515,suburban,63,294,fall,1,1,0
17754,19,non-binary,66619,doctorate,2,swimming,853,rural,277,290,fall,1,0,0
20603,59,male,95316,doctorate,4,swimming,2889,urban,288,286,spring,1,0,0
1694,66,male,43720,doctorate,9,skiing,1041,suburban,200,157,spring,1,0,0
16142,40,male,63027,bachelor,4,swimming,4506,urban,237,78,spring,1,1,0
42862,32,male,118102,high school,9,swimming,4940,suburban,4,93,fall,0,0,0
9490,23,non-binary,33613,master,3,sunbathing,1020,suburban,180,251,winter,1,1,0
2765,23,female,64300,master,9,hiking,4774,urban,198,219,summer,0,0,1
30518,65,female,27595,high school,8,sunbathing,1115,urban,85,255,winter,1,0,0
33903,45,female,102386,high school,8,hiking,1924,urban,43,112,summer,0,1,1
9510,29,non-binary,36384,doctorate,4,sunbathing,4306,urban,296,203,summer,1,0,0
47858,65,non-binary,66784,high school,8,skiing,4176,suburban,268,283,winter,1,0,1
41486,24,male,108261,high school,2,swimming,1888,urban,153,267,summer,0,0,0
39392,65,male,100507,doctorate,5,hiking,3062,suburban,263,10,summer,1,0,0
19062,33,female,106491,master,8,hiking,2988,suburban,281,146,winter,0,0,0
5240,27,male,54058,doctorate,0,sunbathing,4355,suburban,9,161,winter,1,1,0
42116,30,female,43756,bachelor,3,skiing,3543,urban,282,226,fall,0,1,0
3156,50,non-binary,64943,master,5,hiking,3663,urban,87,1,summer,0,0,0
11079,36,female,20245,bachelor,9,swimming,2394,rural,247,296,summer,1,1,0
13145,56,male,68748,doctorate,5,hiking,4274,urban,143,77,fall,1,1,0
35654,32,male,24565,bachelor,7,swimming,1337,urban,188,54,summer,1,0,0
47177,66,male,97308,doctorate,9,skiing,2994,suburban,119,174,fall,1,0,1
28859,48,female,108610,bachelor,7,swimming,3888,rural,266,160,winter,0,1,0
8071,32,male,39983,master,7,hiking,1874,rural,190,137,fall,1,1,0
15905,56,non-binary,110476,doctorate,5,skiing,2536,rural,59,50,fall,0,0,0
12014,64,male,33693,bachelor,2,hiking,1305,suburban,111,163,fall,1,1,1
52095,58,female,83959,bachelor,0,swimming,1877,rural,167,47,summer,0,0,0
39075,50,male,58078,bachelor,1,skiing,3643,rural,294,247,spring,0,1,0
1748,27,male,70971,bachelor,9,swimming,4711,rural,190,131,summer,0,0,0
27562,44,non-binary,41167,doctorate,5,skiing,3838,urban,93,118,spring,1,0,1
31340,64,male,44716,master,0,swimming,4691,suburban,119,31,summer,1,1,0
19324,40,female,33044,doctorate,6,skiing,4286,suburban,185,249,summer,1,1,1
42295,31,male,55665,doctorate,1,swimming,642,suburban,69,243,winter,0,1,0
10381,25,male,75357,high school,7,hiking,2967,rural,298,272,winter,0,1,0
37571,21,non-binary,108774,master,7,sunbathing,864,rural,199,119,winter,0,0,0
48346,29,female,95436,master,9,sunbathing,4795,suburban,26,83,winter,0,0,0
16435,29,non-binary,26314,high school,6,swimming,1635,rural,192,102,spring,1,1,0
8589,40,non-binary,77818,master,3,skiing,2469,suburban,119,85,summer,0,1,0
6966,54,male,25994,high school,7,skiing,2075,rural,79,142,summer,0,1,1
15968,36,female,74851,master,3,skiing,958,suburban,199,165,fall,0,0,0
2643,40,non-binary,119341,doctorate,5,sunbathing,3013,suburban,217,160,spring,0,0,0
48168,33,female,34864,doctorate,4,skiing,3404,urban,277,117,summer,1,1,0
33781,68,female,31527,master,2,hiking,2750,rural,15,242,fall,0,0,1
8067,22,male,74502,doctorate,0,sunbathing,2320,suburban,65,42,fall,0,1,0
22769,59,non-binary,104917,master,6,swimming,4460,rural,168,268,summer,0,0,0
42404,55,male,79356,master,7,sunbathing,2277,rural,37,63,spring,1,1,0
36155,32,male,51217,doctorate,4,skiing,1401,suburban,90,162,summer,1,1,1
9355,26,female,25780,bachelor,0,hiking,4260,urban,0,177,fall,1,0,1
28537,52,male,33731,high school,9,skiing,979,suburban,174,207,winter,0,0,1
9965,20,non-binary,52227,doctorate,8,hiking,3848,urban,288,10,fall,1,0,0
8278,57,female,107956,high school,5,swimming,3230,urban,93,114,summer,1,1,0
50517,25,non-binary,40122,bachelor,2,sunbathing,888,rural,136,87,winter,0,0,0
9788,27,male,83484,bachelor,4,swimming,2965,rural,65,46,winter,1,1,0
2920,53,male,40192,doctorate,0,sunbathing,695,suburban,225,283,summer,0,0,0
12495,68,female,34872,doctorate,7,swimming,3098,urban,103,123,summer,0,0,0
15778,67,non-binary,61993,doctorate,6,swimming,4310,urban,23,212,spring,0,1,0
40202,54,female,61573,bachelor,1,skiing,2210,urban,292,35,fall,0,1,0
28099,62,male,53566,bachelor,0,swimming,1453,suburban,166,222,summer,0,1,0
31990,54,female,93900,doctorate,3,skiing,558,suburban,118,290,winter,0,0,1
17338,64,non-binary,100167,doctorate,3,hiking,2972,suburban,231,55,spring,1,0,0
20927,26,female,112313,bachelor,7,hiking,1856,urban,120,177,winter,0,0,1
9478,43,female,78873,high school,0,hiking,3948,urban,60,5,summer,0,1,0
30739,24,male,113499,high school,6,swimming,2921,suburban,223,40,spring,0,0,0
19929,60,female,108527,master,0,skiing,2984,rural,44,231,spring,0,1,1
13934,46,male,98663,doctorate,8,skiing,4745,urban,294,259,winter,0,0,0
30228,31,female,97578,bachelor,3,sunbathing,4475,suburban,72,156,fall,1,0,0
23728,50,male,115892,bachelor,4,sunbathing,1505,suburban,246,120,summer,0,1,0
43426,41,male,57994,doctorate,0,skiing,3835,rural,90,181,winter,0,1,1
32158,49,non-binary,44763,high school,6,swimming,1354,rural,246,58,fall,1,1,0
22352,52,non-binary,99423,doctorate,7,sunbathing,3823,rural,299,86,spring,0,1,0
14645,33,female,117558,bachelor,0,skiing,1218,suburban,204,176,summer,0,1,0
48509,47,non-binary,24815,doctorate,1,hiking,1827,rural,40,157,summer,1,0,1
31994,57,male,108414,master,4,swimming,4213,suburban,280,165,summer,1,1,0
22281,40,male,119078,doctorate,6,hiking,4128,suburban,208,28,summer,1,0,0
2480,24,non-binary,63535,doctorate,9,skiing,3497,rural,166,5,spring,0,0,0
1768,35,female,77589,bachelor,7,sunbathing,1158,rural,44,47,winter,0,0,0
31670,66,female,87814,master,4,swimming,820,rural,128,174,winter,1,1,0
46787,46,non-binary,105308,bachelor,0,swimming,1077,urban,171,286,fall,0,1,0
12459,50,non-binary,20332,bachelor,4,swimming,3143,rural,150,102,summer,0,0,0
38143,65,non-binary,105837,bachelor,0,hiking,1391,suburban,219,20,winter,0,1,0
44239,25,female,34412,bachelor,0,hiking,997,urban,102,129,winter,0,1,1
20551,32,non-binary,59681,doctorate,1,sunbathing,4748,suburban,159,188,winter,0,1,0
51054,48,male,36596,bachelor,8,sunbathing,4107,suburban,61,52,fall,1,1,0
14144,19,male,58740,bachelor,4,sunbathing,1466,rural,139,155,spring,0,1,0
9078,33,non-binary,41688,bachelor,4,sunbathing,1224,rural,175,120,winter,1,0,0
33616,28,non-binary,57118,bachelor,2,sunbathing,554,rural,281,214,winter,1,1,0
30506,69,non-binary,73196,bachelor,7,swimming,3277,rural,92,284,winter,0,0,0
26177,37,non-binary,98014,doctorate,5,hiking,3368,rural,295,0,summer,0,0,0
39871,41,female,68342,bachelor,5,skiing,4696,urban,166,270,spring,0,1,1
10419,63,female,91651,master,2,skiing,2885,rural,298,184,spring,1,0,0
38457,21,male,108812,doctorate,0,swimming,2672,rural,228,172,spring,1,1,0
21102,48,male,118825,high school,5,sunbathing,3476,urban,228,91,winter,1,1,0
35679,31,female,109981,bachelor,1,sunbathing,563,rural,5,183,spring,0,1,0
20261,31,male,20594,bachelor,4,skiing,1690,urban,34,161,spring,0,1,1
30898,56,non-binary,39761,high school,2,hiking,3611,rural,90,219,summer,1,0,1
7029,24,male,66106,master,9,hiking,639,rural,157,118,summer,1,1,0
17996,67,male,81329,master,6,skiing,2509,rural,208,209,spring,0,1,1
39881,69,non-binary,64569,bachelor,0,swimming,1894,rural,38,106,winter,0,1,0
17572,22,male,45787,doctorate,9,sunbathing,1640,urban,4,164,winter,1,0,0
27792,57,female,97992,bachelor,7,swimming,1328,suburban,77,270,summer,1,0,0
31132,32,female,93886,high school,8,swimming,2004,rural,249,5,fall,1,0,0
30693,63,female,42804,doctorate,8,sunbathing,3572,urban,243,111,fall,1,1,0
40366,27,female,60338,master,6,sunbathing,2618,rural,272,200,fall,1,0,0
32080,60,non-binary,82449,doctorate,2,hiking,4466,suburban,167,8,spring,1,0,0
12112,50,male,69513,master,7,hiking,3099,suburban,252,74,fall,0,0,0
36279,38,male,35417,bachelor,8,hiking,2946,rural,239,271,summer,1,1,1
41371,30,female,103679,doctorate,6,skiing,3927,urban,57,188,summer,1,0,1
33740,69,female,104651,doctorate,2,skiing,1864,rural,187,252,fall,1,0,1
2401,28,male,55068,doctorate,5,skiing,2775,rural,262,239,spring,0,1,0
25748,65,non-binary,43214,bachelor,1,hiking,2983,rural,97,211,spring,1,1,1
23097,57,non-binary,54484,doctorate,9,sunbathing,2501,rural,32,116,winter,1,0,0
40674,55,female,112654,doctorate,4,skiing,4425,suburban,53,59,winter,1,1,1
45289,65,non-binary,23388,high school,3,sunbathing,3927,rural,269,83,summer,1,1,0
22152,31,female,68071,high school,9,swimming,3649,suburban,34,252,spring,0,1,0
37919,29,female,110768,master,0,sunbathing,908,urban,188,62,summer,0,1,0
46992,51,male,86125,bachelor,9,hiking,532,rural,227,99,summer,0,0,0
10465,25,male,119868,master,9,swimming,3649,urban,30,57,fall,1,1,0
13845,33,non-binary,75444,high school,7,swimming,2741,suburban,147,288,winter,0,0,0
44819,46,male,35724,master,5,skiing,2475,rural,31,107,spring,0,1,1
29099,37,male,107206,doctorate,3,hiking,741,rural,78,9,fall,0,1,0
23331,28,female,117838,master,9,hiking,4325,rural,129,79,fall,0,0,0
27880,60,male,97350,master,8,skiing,4236,suburban,87,241,winter,0,0,1
42911,56,male,80887,bachelor,2,skiing,1964,suburban,254,268,summer,1,0,1
28506,43,male,103469,high school,6,hiking,3161,urban,207,6,winter,0,0,0
28619,23,female,39381,doctorate,8,swimming,987,urban,110,40,fall,1,1,0
42053,69,non-binary,37689,high school,6,skiing,3161,rural,189,180,summer,0,1,0
23039,62,female,116381,doctorate,9,skiing,1182,rural,90,260,fall,0,1,1
6180,67,female,81210,bachelor,2,swimming,1226,urban,118,277,summer,1,0,0
12079,55,non-binary,60149,bachelor,8,sunbathing,1649,urban,41,201,summer,1,0,0
18394,44,non-binary,70105,doctorate,9,skiing,1414,rural,291,144,winter,0,1,0
24656,39,non-binary,78327,doctorate,0,swimming,1840,urban,261,78,fall,1,0,0
14805,31,male,104197,doctorate,5,sunbathing,603,suburban,286,56,fall,1,1,0
26566,35,female,97062,high school,3,skiing,3649,suburban,82,240,spring,1,1,1
4927,24,non-binary,40929,master,1,swimming,2933,rural,299,68,fall,1,0,0
9567,41,non-binary,58424,bachelor,7,skiing,3880,urban,243,275,summer,1,1,1
14245,44,female,118099,doctorate,5,skiing,4895,rural,30,92,summer,1,0,1
32960,38,non-binary,72280,master,7,swimming,3749,suburban,80,133,winter,0,1,0
25024,20,female,45419,high school,3,skiing,1541,rural,121,209,spring,1,0,1
46298,26,male,49825,doctorate,4,hiking,3940,urban,46,154,spring,1,0,1
9016,38,female,97693,bachelor,4,skiing,1660,urban,92,31,spring,0,1,0
2226,40,female,80359,master,7,sunbathing,4731,suburban,275,103,fall,0,1,0
17288,24,non-binary,91544,high school,9,skiing,914,suburban,66,224,winter,0,0,1
29337,66,male,84281,master,6,swimming,4910,urban,160,282,summer,0,1,0
41914,52,female,97876,master,7,skiing,2857,rural,226,63,fall,1,0,0
1830,50,female,64211,high school,0,sunbathing,3235,urban,91,72,summer,1,1,0
22687,36,male,20079,bachelor,1,skiing,2526,suburban,157,286,winter,0,1,1
7175,54,non-binary,103974,doctorate,4,hiking,1284,suburban,76,283,fall,1,0,1
6665,49,male,95315,doctorate,2,swimming,4941,rural,164,299,winter,1,1,0
10090,59,male,80011,bachelor,3,hiking,4918,suburban,39,88,summer,1,0,1
30473,46,male,85428,master,4,swimming,3146,suburban,162,111,summer,1,1,0
31425,51,male,70098,high school,3,hiking,4457,rural,47,209,summer,1,0,1
30002,35,non-binary,96357,master,2,sunbathing,3009,suburban,188,163,summer,1,0,0
4265,42,female,86443,high school,9,skiing,1334,urban,268,295,summer,1,1,1
42726,27,female,109505,bachelor,5,sunbathing,2918,rural,168,21,spring,1,1,0
29736,27,female,75287,master,0,hiking,3635,suburban,200,77,fall,0,1,0
32103,40,male,97017,doctorate,4,hiking,1253,rural,57,219,summer,0,0,1
19231,44,female,42154,doctorate,7,swimming,3232,rural,288,187,winter,0,1,0
6641,55,male,73942,high school,6,swimming,2265,rural,99,131,summer,1,0,0
7639,40,male,41361,master,6,skiing,3782,rural,223,220,spring,0,1,0
14149,45,male,53182,high school,4,sunbathing,2373,urban,104,211,summer,0,1,0
48457,21,female,113054,doctorate,3,sunbathing,4094,urban,210,188,fall,0,0,0
46114,54,non-binary,51522,high school,7,hiking,2407,urban,51,142,summer,0,1,1
7898,38,male,62227,master,8,skiing,3685,suburban,82,186,winter,0,0,1
31334,54,female,71285,high school,3,skiing,2788,urban,74,150,summer,0,0,1
14178,38,female,113555,master,7,sunbathing,1090,rural,242,53,spring,1,0,0
29412,57,non-binary,87654,doctorate,3,sunbathing,2156,urban,134,191,summer,0,1,0
23200,19,non-binary,58876,high school,9,sunbathing,4906,urban,87,101,winter,0,0,0
48080,63,non-binary,62023,doctorate,4,skiing,891,rural,212,298,summer,1,0,1
6316,66,non-binary,90845,doctorate,2,sunbathing,3531,suburban,182,86,winter,0,1,0
27355,18,female,117333,master,4,sunbathing,3546,rural,297,222,winter,1,0,0
40397,39,male,68856,master,9,hiking,2378,suburban,29,42,winter,1,0,1
25506,69,male,46711,high school,6,swimming,1854,urban,261,132,summer,1,0,0
44290,47,non-binary,66334,bachelor,4,swimming,988,rural,5,209,fall,1,0,0
39571,61,non-binary,25157,high school,2,hiking,1543,suburban,187,291,spring,0,0,1
48465,46,non-binary,80789,high school,4,hiking,1862,rural,213,62,winter,0,1,0
27470,65,female,60162,bachelor,7,swimming,3851,urban,224,3,spring,0,0,0
43109,31,female,102611,master,0,sunbathing,3247,rural,127,295,summer,0,0,0
10012,38,female,93172,doctorate,0,skiing,4746,suburban,184,266,fall,1,1,1
42441,37,male,90530,high school,4,sunbathing,641,suburban,87,85,winter,0,0,0
12090,65,male,72164,bachelor,7,hiking,2144,rural,118,39,winter,0,1,0
30925,68,non-binary,43964,bachelor,1,sunbathing,3311,suburban,48,38,winter,1,0,0
44370,51,non-binary,96963,high school,0,hiking,2941,suburban,4,226,spring,0,0,1
15989,57,male,20407,high school,9,hiking,2899,suburban,193,20,fall,0,1,0
25400,52,male,105938,high school,6,skiing,3806,urban,84,131,spring,0,1,1
14847,30,non-binary,35812,bachelor,2,skiing,3982,rural,249,9,spring,0,0,0
13783,58,male,104297,doctorate,5,skiing,2143,urban,286,84,summer,1,0,0
5429,62,female,71722,high school,6,sunbathing,3936,rural,138,180,winter,1,1,0
42468,67,male,74929,doctorate,3,swimming,1574,rural,76,164,winter,1,1,0
967,65,female,117882,high school,4,hiking,636,rural,42,108,summer,0,0,1
37199,25,male,75849,bachelor,2,hiking,2376,rural,94,24,spring,0,1,0
11947,67,non-binary,110853,doctorate,8,hiking,4399,rural,293,36,winter,0,0,0
23457,63,female,77180,master,9,sunbathing,3478,rural,89,139,fall,1,0,0
45344,19,female,97242,master,7,hiking,3131,suburban,125,62,spring,0,0,0
19920,56,male,88732,high school,8,swimming,2523,urban,11,201,summer,1,0,0
32763,25,male,87548,bachelor,0,skiing,756,suburban,114,162,summer,0,1,1
47057,65,non-binary,43175,high school,4,skiing,1927,rural,78,225,summer,0,1,1
22457,24,female,43061,master,6,swimming,668,suburban,192,202,winter,1,1,0
18806,48,male,108469,master,6,skiing,4077,urban,90,181,winter,0,0,1
48049,46,male,24781,bachelor,0,hiking,2445,rural,235,278,fall,0,1,1
51771,19,female,107133,bachelor,2,sunbathing,3939,urban,87,119,summer,0,1,0
13869,66,male,64215,master,4,sunbathing,3392,rural,270,129,spring,0,1,0
858,56,female,85126,high school,1,hiking,3114,urban,206,141,summer,1,1,0
9295,35,non-binary,37682,high school,0,hiking,3980,rural,26,171,summer,1,1,1
35911,40,female,36913,master,7,skiing,3972,rural,34,64,spring,1,0,1
14218,37,non-binary,81021,master,7,sunbathing,2657,rural,166,84,fall,0,1,0
49696,68,female,62739,bachelor,3,hiking,1877,suburban,157,238,spring,0,1,1
39637,33,female,104984,bachelor,5,sunbathing,1808,suburban,152,268,summer,0,0,0
36972,45,female,67117,bachelor,5,skiing,3843,urban,185,294,winter,0,1,1
46511,67,female,57344,master,6,sunbathing,4475,urban,26,73,winter,0,0,0
46454,54,male,65495,doctorate,0,skiing,1070,suburban,80,77,spring,0,1,0
